SampleID	FrogSpecies	FrogGenus	FrogFamily	FrogOrder	LifeStage	CaptiveWild	CaptiveWild2	Species_captive_wild	Type_of_captivity	FrogSex	Locality	State	Country	Region	Latitude	Longitude	CollectionHabitat	HabitatClass	Larval_Dev_Site	CollectionDate	MonthYear	CollectionSeason	BioZone	CollectionMacrohabitat	RinseMethod	SampleType	ExtractionMethod	SequenceMethod	SequenceCenter	SampleContact	Keep_1	ID_Sampo	GenerationCaptivity	Duration.Captivity	CaptivitySubstrateDetailed	GroupedSubstrate	BinarySubstrate	Description
AH-264	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Totumas_Qda..Catalina	NA	Panama	Tropical	on leaf	frozen dry swab	0.709821079	0	AH_264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-264	NA	NA	NA	NA		skin
AH-266	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Rambala_Qda.Gloria	NA	Panama	Tropical	on leaf	frozen dry swab	3.558936496	ambiguous	AH_266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-266	NA	NA	NA	NA		skin
AH-267	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Rambala_Qda.Gloria	NA	Panama	Tropical	on leaf	frozen dry swab	1.481299415	0	AH_267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-267	NA	NA	NA	NA		skin
AH-269	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Rambala_Qda.Gloria	NA	Panama	Tropical	on leaf	frozen dry swab	1.161527498	10204.81024	AH_269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-269	NA	NA	NA	NA		skin
AH-270	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Rambala_Qda.Gloria	NA	Panama	Tropical	on leaf	frozen dry swab	0.765463831	0	AH_270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-270	NA	NA	NA	NA		skin
AH-271	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Rambala_Qda.Gloria	NA	Panama	Tropical	on leaf	frozen dry swab	0.380168799	0	AH_271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-271	NA	NA	NA	NA		skin
AH-272	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Rambala_Qda.Gloria	NA	Panama	Tropical	on leaf	frozen dry swab	0.671989115	ambiguous	AH_272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-272	NA	NA	NA	NA		skin
AH-280	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_Shadow.Falls	NA	Panama	Tropical	on leaf	frozen dry swab	2.555414516	to be tested	AH_280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-280	NA	NA	NA	NA		skin
AH-281	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_Shadow.Falls	NA	Panama	Tropical	on leaf	frozen dry swab	1.322914449	to be tested	AH_281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-281	NA	NA	NA	NA		skin
AH-282	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_Shadow.Falls	NA	Panama	Tropical	on leaf	frozen dry swab	2.205143733	to be tested	AH_282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-282	NA	NA	NA	NA		skin
AH-289	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_Qda..Aleman	NA	Panama	Tropical	on leaf	frozen dry swab	_0.704166833	to be tested	AH_289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-289	NA	NA	NA	NA		skin
AH-290	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_Qda..Aleman	NA	Panama	Tropical	on leaf	frozen dry swab	_0.616930818	to be tested	AH_290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-290	NA	NA	NA	NA		skin
AH-292	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_Qda..Aleman	NA	Panama	Tropical	on leaf	frozen dry swab	1.629077118	to be tested	AH_292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-292	NA	NA	NA	NA		skin
HL21.Hylomantis.lemur.Costa.Rica.wild	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Wild	Wild	Hylomantis lemur.Wild	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Wild	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Wild	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL21.Hylomantis.lemur.Costa.Rica.wild	NA	NA	NA	NA		dry swab
HL24.Hylomantis.lemur.Costa.Rica.wild	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Wild	Wild	Hylomantis lemur.Wild	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Wild	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Wild	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL24.Hylomantis.lemur.Costa.Rica.wild	NA	NA	NA	NA		dry swab
HL27.Hylomantis.lemur.Costa.Rica.wild	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Wild	Wild	Hylomantis lemur.Wild	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Wild	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Wild	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL27.Hylomantis.lemur.Costa.Rica.wild	NA	NA	NA	NA		dry swab
HL30.Hylomantis.lemur.Costa.Rica.wild	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Wild	Wild	Hylomantis lemur.Wild	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Wild	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Wild	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL30.Hylomantis.lemur.Costa.Rica.wild	NA	NA	NA	NA		dry swab
HL32.Hylomantis.lemur.Costa.Rica.wild	Hylomantis lemur	Hylomantis	Hylidae	Anura	Adult	Wild	Wild	Hylomantis lemur.Wild	unknown	Unknown	Panama	NA	Panama	Tropical	Tropical	NA	Wild	Arboreal	Pond	7.20.09	July.2009	Wet	NA	Wild	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	HL32.Hylomantis.lemur.Costa.Rica.wild	NA	NA	NA	NA		dry swab
Japan2015-89	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Kagamiyama.Park	NA	Japan	Temperate	34.406944	132.726389	Aquatic	Semi_aquatic	Pond	26.Sept.14	September.2014	Unknown	temperate.deciduous.forest	Not.forested	Unknown	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	Japan2015-89	NA	NA	NA	NA		NA
Japan2015-90	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Kagamiyama.Park	NA	Japan	Temperate	34.406944	132.726389	Aquatic	Semi_aquatic	Pond	17.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	Unknown	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	Japan2015-90	NA	NA	NA	NA		NA
Japan2015-91	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Kagamiyama.Park	NA	Japan	Temperate	34.406944	132.726389	Aquatic	Semi_aquatic	Pond	17.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	Unknown	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	Japan2015-91	NA	NA	NA	NA		NA
Japan2015-92	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Kagamiyama.Park	NA	Japan	Temperate	34.406944	132.726389	Aquatic	Semi_aquatic	Pond	21.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	Unknown	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	Japan2015-92	NA	NA	NA	NA		NA
Japan2015-93	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Kagamiyama.Park	NA	Japan	Temperate	34.406944	132.726389	Aquatic	Semi_aquatic	Pond	24.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	Unknown	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	Japan2015-93	NA	NA	NA	NA		NA
Japan2015-94	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Kagamiyama.Park	NA	Japan	Temperate	34.406944	132.726389	Aquatic	Semi_aquatic	Pond	31.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	Unknown	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	Japan2015-94	NA	NA	NA	NA		NA
bullfrog.NA.150708.10	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coldwater	Michigan	USA	Temperate	41.9403263	_85.0005214	Aquatic	Semi_aquatic	Pond	07_07_2011	July.2015	Summer	Eastern.mixed.forest	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.150708.10	NA	NA	NA	NA		NA
bullfrog.NA.150708.12	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coldwater	Michigan	USA	Temperate	41.9403263	_85.0005214	Aquatic	Semi_aquatic	Pond	07_07_2011	July.2015	Summer	Eastern.mixed.forest	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.150708.12	NA	NA	NA	NA		NA
bullfrog.NA.150708.14	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coldwater	Michigan	USA	Temperate	41.9403263	_85.0005214	Aquatic	Semi_aquatic	Pond	07_07_2011	July.2015	Summer	Eastern.mixed.forest	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.150708.14	NA	NA	NA	NA		NA
bullfrog.NA.150708.15	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coldwater	Michigan	USA	Temperate	41.9403263	_85.0005214	Aquatic	Semi_aquatic	Pond	07_07_2011	July.2015	Summer	Eastern.mixed.forest	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.150708.15	NA	NA	NA	NA		NA
bullfrog.NA.150708.16	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coldwater	Michigan	USA	Temperate	41.9403263	_85.0005214	Aquatic	Semi_aquatic	Pond	07_07_2011	July.2015	Summer	Eastern.mixed.forest	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.150708.16	NA	NA	NA	NA		NA
bullfrog.NA.150708.17	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coldwater	Michigan	USA	Temperate	41.9403263	_85.0005214	Aquatic	Semi_aquatic	Pond	07_07_2011	July.2015	Summer	Eastern.mixed.forest	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.150708.17	NA	NA	NA	NA		NA
bullfrog.NA.150708.7	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coldwater	Michigan	USA	Temperate	41.9403263	_85.0005214	Aquatic	Semi_aquatic	Pond	07_07_2011	July.2015	Summer	Eastern.mixed.forest	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.150708.7	NA	NA	NA	NA		NA
bullfrog.NA.150708.8	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coldwater	Michigan	USA	Temperate	41.9403263	_85.0005214	Aquatic	Semi_aquatic	Pond	07_07_2011	July.2015	Summer	Eastern.mixed.forest	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.150708.8	NA	NA	NA	NA		NA
Bullfrog.NA.20.6.2015.2	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	BlueHills	Massachusetts	USA	Temperate	42.209056	_71.102306	Aquatic	Semi_aquatic	Pond	6_19_11	June.2015	Summer	NA	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	Bullfrog.NA.20.6.2015.2	NA	NA	NA	NA		NA
bullfrog.NA.20.6.2015.4	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	BlueHills	Massachusetts	USA	Temperate	42.209056	_71.102306	Aquatic	Semi_aquatic	Pond	6_19_11	June.2015	Summer	NA	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.20.6.2015.4	NA	NA	NA	NA		NA
bullfrog.NA.20.6.2015.5	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	BlueHills	Massachusetts	USA	Temperate	42.209056	_71.102306	Aquatic	Semi_aquatic	Pond	6_19_11	June.2015	Summer	NA	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.20.6.2015.5	NA	NA	NA	NA		NA
bullfrog.NA.20.6.2015.6	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	BlueHills	Massachusetts	USA	Temperate	42.209056	_71.102306	Aquatic	Semi_aquatic	Pond	6_19_11	June.2015	Summer	NA	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.20.6.2015.6	NA	NA	NA	NA		NA
bullfrog.NA.20.6.2015.7	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	BlueHills	Massachusetts	USA	Temperate	42.209056	_71.102306	Aquatic	Semi_aquatic	Pond	6_19_11	June.2015	Summer	NA	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Doug.Woodhams	Keep	bullfrog.NA.20.6.2015.7	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.1.Coot.Skin.side.1.HOP.51	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coot	Colorado	USA	Temperate	40.0875	_105.208511	Terrestrial	Semi_aquatic	Pond	10_11_2011	October.2015	Summer	Grasslands	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.1.Coot.Skin.side.1.HOP.51	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.1.Coot.Skin.side.2.HOP.52	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coot	Colorado	USA	Temperate	40.0875	_105.208511	Terrestrial	Semi_aquatic	Pond	10_11_2011	October.2015	Summer	Grasslands	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.1.Coot.Skin.side.2.HOP.52	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.1.HOP.53	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Boulder_ponds	Colorado	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.1.HOP.53	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.1.HOP.54	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Boulder_ponds	Colorado	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.1.HOP.54	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.1.HOP.65	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Boulder_ponds	Colorado	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.1.HOP.65	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.2.HOP.59	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Boulder_ponds	Colorado	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.2.HOP.59	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.2.HOP.60	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Boulder_ponds	Colorado	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.2.HOP.60	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.2.HOP.63	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Boulder_ponds	Colorado	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.2.HOP.63	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.3.Coot.Skin.side.1.HOP.57	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coot	Colorado	USA	Temperate	40.0875	_105.208511	Terrestrial	Semi_aquatic	Pond	10_11_2011	October.2015	Summer	Grasslands	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.3.Coot.Skin.side.1.HOP.57	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.3.Coot.Skin.side.2.HOP.58	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Coot	Colorado	USA	Temperate	40.0875	_105.208511	Terrestrial	Semi_aquatic	Pond	10_11_2011	October.2015	Summer	Grasslands	Unknown	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.3.Coot.Skin.side.2.HOP.58	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.3.HOP.55	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Boulder_ponds	Colorado	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.3.HOP.55	NA	NA	NA	NA		NA
Lithobates.catesbeiana.Adult.3.HOP.64	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Boulder_ponds	Colorado	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jordan.Kueneman	Keep	Lithobates.catesbeiana.Adult.3.HOP.64	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF1	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF1	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF10	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF10	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF11	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF11	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF12	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF12	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF13	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF13	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF14	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF14	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF15	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF15	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF16	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF16	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF17	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF17	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF18	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF18	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF19	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF19	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF2	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF2	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF20	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF20	NA	NA	NA	NA		NA
Lithobates.catesbeianus.NA.BF21	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Wild	Wild	Lithobates catesbeianus.Wild	unknown	Unknown	Golf_course_?	Colorado?	USA	Temperate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doug.Woodhams	Keep	Lithobates.catesbeianus.NA.BF21	NA	NA	NA	NA		NA
